vref,alignment_score,translation_score,avg_aligned,jac_sim,match_counts,encoding_dist,simple_total,total_score
MAT 1:1,0.22949000962755664,0.8198086576909437,0.9906840176322618,0.6148912673874761,254.85714285714286,0.08362224,0.6637184880845596,0.6607288805260054
MAT 1:2,0.22677404709144083,0.6513557844939066,0.8401044812315014,0.5931377323513816,1473.9,0.27764413,0.5778430112920576,0.5680737808065941
MAT 1:3,0.1662445291136857,0.5069756696833031,0.7336561325017029,0.5804476022572068,1224.4545454545455,0.23794332,0.49683098338897463,0.5076273250011872
MAT 1:4,0.2680503895516126,0.6098842809844187,0.827705594385502,0.5769964815118117,1227.142857142857,0.24894522,0.5706591866083363,0.5644214793758227
MAT 1:5,0.18337518631634825,0.5588172587281355,0.7672170453215521,0.46464767973121945,939.2,0.27177012,0.4935142925243138,0.500774878056462
MAT 1:6,0.15741133987164538,0.6189285190884233,0.7969078281350579,0.6218307552569106,1061.5555555555557,0.31873718,0.5487696105880092,0.5388258961461203
MAT 1:7,0.2680503895516126,0.6104538145555117,0.827705594385502,0.6717169784062217,1228.0,0.24415977,0.5944816942247121,0.5839638981550176
MAT 1:8,0.2680503895516126,0.6344103597553206,0.827705594385502,0.6717169784062217,1226.7142857142858,0.24415977,0.6004708305246641,0.5887552071949793
MAT 1:9,0.2680503895516126,0.6350217894357805,0.827705594385502,0.7431455498347931,1226.7142857142858,0.24275579,0.6184808308019221,0.6033039519007871
MAT 1:10,0.2680503895516126,0.595759054394583,0.827705594385502,0.6002884069776503,1226.7142857142858,0.2775492,0.572950861327337,0.5631698421753928
MAT 1:11,0.1714594634243851,0.5682651049738886,0.795956138012458,0.6106415036575912,1339.8181818181818,0.3314523,0.5365805525170807,0.5268071592331203
MAT 1:12,0.2086788305573306,0.6116799394876979,0.8509040768403012,0.6766040074873998,965.0,0.2548308,0.5869667135931824,0.5769702102499374
MAT 1:13,0.2680503895516126,0.6153054431307707,0.827705594385502,0.7431455498347931,1227.0,0.24275579,0.6135517442256696,0.5993606826397853
MAT 1:14,0.2680503895516126,0.6349390290198421,0.827705594385502,0.6479074545966979,1226.7142857142858,0.24339846,0.5946506168884136,0.5841754418235404
MAT 1:15,0.2680503895516126,0.6342511932073923,0.8332000998800074,0.7431455498347931,1230.0,0.24275579,0.6196618081184513,0.6042487337540106
MAT 1:16,0.16212625769368086,0.6094156694253033,0.7772469291803993,0.5305676484968316,918.0,0.3417161,0.5198391261990538,0.5125451399793979
MAT 1:17,0.08915010687099077,0.6558679174508201,0.8534007181507882,0.5757323865053018,914.3076923076923,0.22010878,0.5435377822444752,0.5473805158147563
MAT 1:18,0.07660424880845426,0.4913744776655513,0.7312005433520377,0.4217533731325221,601.0909090909091,0.31258324,0.4302331607396414,0.44590341321364696
MAT 1:19,0.06991983126129027,0.5247228904722315,0.7405866219587611,0.37825792123599883,1179.2857142857142,0.3441697,0.4283718162320704,0.4401942741878947
MAT 1:20,0.06698137153723203,0.5452966518086155,0.8052022696368388,0.431074875043776,607.1071428571429,0.30907565,0.4621387920066156,0.4711677997373159
MAT 1:21,0.07384095331192866,0.543877605387228,0.8286963160139641,0.45749629644138906,1185.2142857142858,0.32008108,0.47597779278862745,0.4821096061522385
MAT 1:22,0.24995317766183142,0.43017549812138284,0.6676806411300519,0.31931269704394294,719.3076923076923,0.51108414,0.4167805034893023,0.4073863254858238
MAT 1:23,0.12184188027603009,0.46177905904630856,0.7080543275206272,0.3587732328328652,909.0526315789474,0.45757622,0.41261212491895777,0.4108039808666412
MAT 1:24,0.09401359199806912,0.529829900823204,0.7594974537086562,0.3652366128229168,928.0,0.3411553,0.4371443898382115,0.44675025909551536
MAT 1:25,0.15202371045641924,0.46898555172670525,0.8484858581797249,0.4257208227134342,1229.3333333333333,0.31704634,0.47380398576907096,0.4808847521236874
MAT 2:1,0.18828603150794732,0.5372184026388498,0.8013690466353108,0.4212495689670317,710.0,0.38651368,0.4870307624372849,0.48042572869663674
MAT 2:2,0.10033211347186344,0.5562608639821133,0.7964149389889887,0.3424958034230502,1118.1875,0.4113524,0.44887592996650394,0.44805027407159903
MAT 2:3,0.19288346837608483,0.6423932649189851,0.8374803058034171,0.4737935406319929,1302.909090909091,0.31695056,0.53663764493262,0.5312853993018177
MAT 2:4,0.12762499455278573,0.4851112684865853,0.7237635210255545,0.3873666190507748,959.1538461538462,0.24533601,0.43096660077892507,0.4562360740170198
MAT 2:5,0.11299615024155518,0.49017528262638915,0.6495796502456977,0.4931512860324671,1472.25,0.4966124,0.43647559228652727,0.425202259532613
MAT 2:6,0.08105826267581144,0.42793596234218734,0.721921758618787,0.3217415997499543,885.4,0.34607795,0.38816439584668505,0.4073610719131211
MAT 2:7,0.1552672941972532,0.44801457148634904,0.8625440100227092,0.28322366710822783,618.75,0.2431239,0.43726238570363485,0.46047515015602153
